Product ID*;Attribute (Name:Type:Position)*;Value (Value:Position)*;Default (0 = No, 1 = Yes)
340;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Eventi&Progetti:1@Candelo ( BI ):1@2004:1@143:1;1
341;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Città di Collegno:1@Torino:1@2004:1@273:1;1
342;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Omega Edizioni:1@Torino:1@2004:1@285:1;1
343;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Skira:1@Milano:1@2004:1@47:1;1
344;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Faudino Valentina:1@Nautilus:1@Torino:1@2007:1@45:1;1
345;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Nautilus:1@Torino:1@2007:1@47:1;1
346;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@cahier d'archeologie romande:1@Lausanne:1@1976:1@150:1;1
347;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@centre national de la recherche scientifique:1@Paris:1@1973:1@620:1;1
348;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Brunod G.-Ramorino A.-Gaspani A.:1@Noster Mond:1@Brescia:1@2004:1@68:1;1
349;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;GAMBARI F.M., PADOVAN S.:1@Ed.Nautilus:1@Torino:1@2005:1@47:1;1
350;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AAVV:1@Skira:1@Milano:1@1998:1@30:1;1
351;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;CIMA Marco:1@Ed.Nautilus:1@Torino:1@2001:1@237:1;1
352;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Museo Civico Casale Monferrato:1@CasaleMonferrato:1@2006:1@220:1;1
353;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@LineLab:1@Alessandria:1@2008:1@142:1;1
354;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Cocchi- Genick:1@Cantini:1@Firenze:1@1996:1@324:1;1
355;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Cocchi- Genick:1@Cantini:1@Firenze:1@1996:1@440:1;1
356;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Paolo de Vingo:1@Tesi di laurea:1@Torino:1@2001:1@70:1;1
357;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Alessandro Peinetti:1@Tesi di laurea:1@Torino:1@2008:1@70:1;1
358;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Geda:1@Torino:1@2002:1@197:1;1
359;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Museo civico:1@Cuneo:1@1995:1@130:1;1
360;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Carlo Conti:1@n.d.:1@Cuneo:1@1973:1@120:1;1
361;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Augusto C. Ambrosi:1@n.d.:1@n.d.:1@1972:1@168:1;1
362;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@GAT:1@Torino:1@2010:1@5:1;1
363;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Museo archeologico di Acqui Terme:1@n.d.:1@n.d.:1@20:1;1
364;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@n.d.:1@n.d.:1@n.d.:1@20:1;1
365;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Gruppo archeologico canavesano:1@Ivrea:1@2006:1@193:1;1
366;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Skira:1@Milano:1@2004:1@653:1;1
367;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@n.d.:1@Poviglio:1@2007:1@77:1;1
368;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Soprintendenza Cagliari:1@Cagliari:1@2010:1@32:1;1
369;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@n.d.:1@n.d.:1@2010:1@8:1;1
370;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Skira:1@Milano:1@2009:1@142:1;1
371;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Provincia autonoma di Trento:1@Trento:1@2011:1@694:1;1
372;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Cutrona Mauro:1@Fondazione Musei Senesi:1@Siena:1@2011:1@47:1;1
373;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@F-MU.SE.M.:1@Sofia:1@2009:1@250:1;1
374;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Ediz. CDA:1@Torino:1@1995:1@183:1;1
375;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Reg. Piemonte:1@Torino:1@2010:1@48:1;1
376;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Priuli Ausilio:1@Ananke:1@Torino:1@2006:1@319:1;1
377;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Centro Studi Preistoria e Archeologia:1@Milano:1@2010:1@445:1;1
378;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Centro Studi Preistoria e Archeologia:1@Milano:1@2010:1@320:1;1
379;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@codice edizioni:1@Novara:1@2013:1@170:1;1
380;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Marsiglio:1@Venezia:1@2013:1@430:1;1
381;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@museo storia naturale:1@Verona:1@2004:1@63:1;1
382;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@celid:1@Pecetto:1@2007:1@155:1;1
383;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Schmidt Klaus:1@oltre edizioni:1@genova:1@2011:1@271:1;1
384;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Il Quadrante:1@Alessandria:1@1985:1@436:1;1
385;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Matthiae Paolo:1@Einaudi Tascabili:1@Cuneo:1@1995:1@369:1;1
386;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Matthiae Paolo, Pinnock F.:1@Centro Stampa delle Assicurazioni Generali:1@Trieste:1@1995:1@23:1;1
387;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;n.d.:1@n.d.:1@n.d.:1@n.d.:1@n.d.:1;1
388;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;James T.G.H.:1@Grandi tascabili economici Newton:1@Milano:1@1996:1@157:1;1
389;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Winstone H.V.F.:1@Grandi tascabili economici Newton:1@Roma:1@1994:1@333:1;1
390;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Wilson Hilary:1@Newton&Compton Editori:1@Milano:1@1998:1@201:1;1
391;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Wulff H.E.:1@n.d.:1@n.d.:1@n.d.:1@7:1;1
392;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Museo Egizio:1@Istituto Bancario San Paolo, Electa:1@Milano:1@1988:1@261:1;1
393;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Museo Egizio:1@Istituto Bancario San Paolo, Electa:1@Milano:1@1987:1@262:1;1
394;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Museo Egizio:1@Istituto Bancario San Paolo, Electa:1@Milano:1@1989:1@261:1;1
395;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Karl-Heinz Priese:1@Istituto poligrafico della zecca di stato:1@Torino:1@1994:1@49:1;1
396;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Karl-Heinz Priese:1@Istituto poligrafico della zecca di stato:1@Torino:1@1994:1@49:1;1
397;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Karl-Heinz Priese:1@Istituto poligrafico della zecca di stato:1@Torino:1@1994:1@49:1;1
398;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Crivello Mario:1@Gruppo egitto Cral Sip:1@Torino:1@n.d.:1@n.d.:1;1
399;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Serino F.:1@il capitello:1@Torino:1@1987:1@65:1;1
400;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV:1@La Stampa:1@Torino:1@1988:1@80:1;1
401;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;J.A.Soggin:1@Newton Compton:1@Roma:1@1994:1@207:1;1
402;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;H.Pringle:1@Piemme:1@Casale Monferrato:1@2002:1@383:1;1
403;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Electa:1@Milano:1@1993:1@139:1;1
404;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Regione Piemonte:1@Torino:1@2004:1@32:1;1
405;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Biblioteca di v.Senato:1@Milano:1@2004:1@126:1;1
406;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Leonardo Arte:1@Roma:1@1997:1@271:1;1
407;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Tosi Mario:1@Artema:1@Torino:1@1994:1@82:1;1
408;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Donadoni Roveri,D'Amicone,Leospo:1@Artema:1@Torino:1@1994:1@82:1;1
409;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Gremese:1@Roma:1@2002:1@319:1;1
410;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Electa:1@Milano:1@1998:1@317:1;1
411;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Bompiani:1@Milano:1@2002:1@512:1;1
412;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;D'Amicone Elvira:1@Electa:1@Milano:1@2001:1@48:1;1
413;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Leospo Enrichetta:1@Electa:1@Milano:1@2001:1@54:1;1
414;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Donadoni Roveri Anna Maria:1@Electa:1@Milano:1@2001:1@46:1;1
415;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Leblanc-Siliotti:1@Giunti:1@Firenze:1@2002:1@192:1;1
416;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Mondadori:1@Milano:1@2000:1@219:1;1
417;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@poligrafiche riunite:1@Torino:1@1960:1@70:1;1
418;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Allemandi:1@Torino:1@2009:1@361:1;1
419;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Silvana editoriale:1@n.d.:1@2009:1@290:1;1
420;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Sergio Donadoni:1@Centro Grafico Linate:1@n.d.:1@1983:1@12:1;1
421;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AAVV:1@Ist. Bancario San Paolo Torino:1@Torino:1@1988:1@261:1;1
422;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AAVV:1@Ist. Bancario San Paolo Torino:1@Torino:1@1988:1@262:1;1
423;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AAVV:1@Ist. Bancario San Paolo Torino:1@Torino:1@1989:1@261:1;1
424;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;AA.VV.:1@Electa:1@Milano:1@2001:1@45:1;1
425;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Torelli Mario:1@Edizione Club:1@Bari:1@1992:1@300:1;1
426;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Torelli Mario:1@Laterza economici:1@Bari:1@1997:1@300:1;1
427;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Cristofani Mauro:1@Istituto Geografico de Agostini:1@Novara:1@1985:1@309:1;1
428;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Naso Alessandro, Winter Alex:1@GAR:1@Roma:1@1979:1@80:1;1
429;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Frau Benvenuto:1@GAR:1@Roma:1@1982:1@111:1;1
430;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Zifferero A.:1@GAR:1@Roma:1@1980:1@112:1;1
431;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Camerini Emilio:1@GAR:1@Roma:1@1985:1@87:1;1
432;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Buzzi Giancarlo:1@Arnoldo Mondadori Editore:1@Verona:1@1984:1@238:1;1
433;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Fiumi Enrico:1@Pacini Editore:1@Pisa:1@n.d.:1@95:1;1
434;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Pianu Giampiero:1@Armando Curcio:1@Milano:1@1985:1@191:1;1
435;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Sprenger, Bartoloni, Hirmer:1@Jaca Book:1@Milano:1@1981:1@169:1;1
436;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Cesare Morelli:1@GAR:1@Roma:1@1986:1@n.d.:1;1
437;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Enei F.:1@G.A.R.:1@Roma:1@1987:1@64:1;1
438;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Enei Flavio:1@GAR:1@Roma:1@1993:1@154:1;1
439;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Romualdi A.:1@Vision S.r.l.:1@???:1@n.d.:1@n.d.:1;1
440;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Gavelli Giuseppe:1@Gruppo Archeologico Armine:1@Ischia di Castro:1@1985:1@61:1;1
441;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Cateni Gabrieli:1@Pacini:1@Pisa:1@n.d.:1@89:1;1
442;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Galluccio Francesco:1@GAR:1@n.d.:1@n.d.:1@n.d.:1;1
443;Autore:autore:1@Editore:editore:2@Luogo pubblicazione:luogo-pubblicazione:3@Data pubblicazione:data-pubblicazione:4@Numero pagine:numero-pagine:5;Toti:1@n.d.:1@n.d.:1@n.d.:1@31:1;1
